Strain	t 	D1	D2	num	white	black	B0.5	B0.25	B0.125	B0.0625	B2	Btiny	B0.75
101SD7	0	100	300	1	620	1	0	0					
101SD7	0	100	300	2	588	2	1	1					
101SD7	0	100	150	1	1161	1	1	0					
101SD7	0	100	150	2	1278	3	0	0					
101SD7	0	100	60	1	NA	14	2						
101SD7	286	100	1	1	76	0							
101SD7	358.5	50	1	1	491	11							
101SD7	434	20	1	1	50	1							
101SD7	434	20	1	2	50	1							
M1-2E1	0	100	300	1	1545	2							
M1-2E1	0	100	300	2	1583	2							
M1-2E1	0	100	150	1	NA	6	0	2					
M1-2E1	0	100	150	2	NA	6	0	0					
M1-2E1	0	100	60	1	NA	7	1.5						
M13A6	0	100	300	1	1163	7	0	1					
M13A6	0	100	300	2	1170	6	0	0
M13A6	0	100	150	1	NA	10	2	0
M13A6	0	100	150	2	NA	10	1	0
M13A6	0	100	60	1	NA	30	0	2
M14A10	0	100	300	1	773	3	0	
M14A10	0	100	300	2	691	1	0	
M14A10	0	100	150	1	NA	11	1	
M14A10	0	100	150	2	NA	6	1.5	
M14A10	0	100	60	1	NA	21	1	
M14A10	358.5	50	1	1	340	42		
M14A10	434	20	1	1	226	55		
M14A10	434	20	1	1	214	42		
M2-8-1	0	100	300	1	1351	5	0	
M2-8-1	0	100	300	2	NA	6	0	
M2-8-1	0	100	150	1	NA	10	2	
M2-8-1	0	100	150	2	NA	6	2	
M2-8-1	0	100	60	1	NA	24	5	2					2
M2-8-2	0	100	300	1	592	2	0						
M2-8-2	0	100	300	2	575	1	0						
M2-8-2	0	100	150	1	NA	4	1						
M2-8-2	0	100	150	2	NA	NA	NA						
M2-8-2	0	100	60	1	NA	13	4	3					
M2-8-2	217.5	100	1	1	9	0							
M2-8-2	286	100	1	1	7	0							
M2-8-2	358.5	50	1	1	863	5							
M32C5	0	100	300	1	1119	15	4	0					
M32C5	0	100	300	2	1137	10	1	0					
M32C5	0	100	150	1	NA	23	0	2					
M32C5	0	100	150	2	NA	12	2	1					
M32C5	0	100	60	1	NA	45	9	3					1
M32C5	358.5	50	1	1	466	15							
M34E9	0	100	300	1	1146	18	2						
M34E9	0	100	300	2	NA	10	1	
M34E9	0	100	150	1		26	1	
M34E9	0	100	150	2		27	3	
M34E9	0	100	60	1		35	15	1
M34E9	286	100	1					
M34E9	358.5	50	1					
M34E9	434	20	1					
M5E7	0	100	300		2347	7	0	0
M5E7	0	100	300		NA	8	1.5	0
M5E7	0	100	150		1720	3	0	1
M5E7	0	100	150		1665	3	0	0
M5E7	0	100	60		NA	11	1.5	1
M5E7	286	100	1					
M5E7	358.5	50	1		188	43		
M5E7	434	20	1		97	12		
M8E3	0	100	300		1491	11	1.5	
M8E3	0	100	300		1479	5	0						
M8E3	0	100	150			21	1.5	1					
M8E3	0	100	150			16	1	2					
M8E3	0	100	60			43	4	1					1
YPS128A4	0	100	300		2061	14	1	1					1.5
YPS128A4	0	100	300		2079	11	0	0					
YPS128A4	0	100	150			17	0.5	0					
YPS128A4	0	100	150			17	4	0					
YPS128A4	0	100	60			36	7	0					
YPS128A4	286	100	1										
YPS128A4	358.5	50	1		68	47							
YPS128A4	434	20	1		209	48							
YPS163E5	0	100	300		1529	12	2						
YPS163E5	0	100	300		1526	10	0						
YPS163E5	0	100	150			20	2	1					
YPS163E5	0	100	150			24	3	0					
YPS163E5	0	100	60			52	5.5	0
YPS163E5	286	100	8		465	251		
YPS163E5	358.5	50	1		103	76		
YPS163E5	434	20	1		168	126		
