strain	Tc	wc	Tmmax	Tg	wg	Tbmax	Td	wd	Tdmax	b.min	b.max	b0	half.0.raw
030105.M34.lohcls.csv	4.71004401499131	11.6894790044145	5.75	6.75373017354133	10.7836672888710	6.85	8.72129136149143	2.17954167600097	13.8204824036047	0.244019138755981	0.00126262626262626	0.00126262626262626	0
